source_keyword,related_keyword,popularity,competitiveness
hiking,strava,75,93
hiking,all trails,66,97
hiking,wikiloc,42,96
hiking,gaia gps,53,97
hiking,komoot,50,98
hiking,wandern,41,68
hiking,wander app kostenlos,30,76
hiking,gpx tracker,9,67
hiking,viewranger,5,64
hiking,trail,47,100
